task_id,project_id,domain,category,context_group,estimated_duration,priority,priority_level,variation_level,dependencies,template_source
evaltask_000249,evalproj_00026,healthcare_readmission,model_evaluation,modelling,127,medium,2,ambiguous,evaltask_000248,ood
evaltask_000250,evalproj_00026,healthcare_readmission,reporting_documentation,reporting,163,low,1,multi_step,evaltask_000249,repo
evaltask_000251,evalproj_00026,healthcare_readmission,data_pipeline_maintenance,infrastructure,25,medium,2,standard,,repo
evaltask_000252,evalproj_00026,healthcare_readmission,data_pipeline_maintenance,infrastructure,108,low,1,ambiguous,,repo
evaltask_000253,evalproj_00026,healthcare_readmission,data_pipeline_maintenance,infrastructure,94,low,1,negation,,repo
evaltask_000254,evalproj_00027,employee_attrition,data_collection,data_preparation,159,low,1,standard,,repo
evaltask_000255,evalproj_00027,employee_attrition,data_cleaning,data_preparation,55,low,1,multi_step,evaltask_000254,ood
evaltask_000256,evalproj_00027,employee_attrition,exploratory_data_analysis,analysis,187,low,1,multi_step,evaltask_000255,repo
evaltask_000257,evalproj_00027,employee_attrition,feature_engineering,analysis,276,low,1,ambiguous,evaltask_000256,repo
evaltask_000258,evalproj_00027,employee_attrition,model_training,modelling,94,high,3,standard,evaltask_000257,repo
evaltask_000259,evalproj_00027,employee_attrition,model_evaluation,modelling,109,high,3,standard,evaltask_000258,repo
evaltask_000260,evalproj_00027,employee_attrition,model_training,modelling,80,high,3,multi_step,evaltask_000259,repo
evaltask_000261,evalproj_00027,employee_attrition,model_evaluation,modelling,39,high,3,multi_step,evaltask_000260,repo
evaltask_000262,evalproj_00027,employee_attrition,reporting_documentation,reporting,81,high,3,standard,evaltask_000261,repo
evaltask_000263,evalproj_00027,employee_attrition,data_pipeline_maintenance,infrastructure,45,low,1,ambiguous,,repo
evaltask_000264,evalproj_00027,employee_attrition,data_pipeline_maintenance,infrastructure,58,low,1,standard,,repo
evaltask_000265,evalproj_00028,ab_testing_analysis,data_collection,data_preparation,55,low,1,multi_step,,repo
evaltask_000266,evalproj_00028,ab_testing_analysis,data_cleaning,data_preparation,133,low,1,multi_step,evaltask_000265,repo
evaltask_000267,evalproj_00028,ab_testing_analysis,feature_engineering,analysis,183,high,3,standard,evaltask_000266,ood
evaltask_000268,evalproj_00028,ab_testing_analysis,model_training,modelling,208,high,3,multi_step,evaltask_000267,repo
evaltask_000269,evalproj_00028,ab_testing_analysis,model_evaluation,modelling,159,medium,2,standard,evaltask_000268,repo
evaltask_000270,evalproj_00028,ab_testing_analysis,reporting_documentation,reporting,106,medium,2,standard,evaltask_000269,repo
evaltask_000271,evalproj_00028,ab_testing_analysis,data_pipeline_maintenance,infrastructure,87,medium,2,ambiguous,,repo
evaltask_000272,evalproj_00028,ab_testing_analysis,data_pipeline_maintenance,infrastructure,39,high,3,standard,,repo
evaltask_000273,evalproj_00029,fraud_detection,data_collection,data_preparation,153,medium,2,standard,,repo
evaltask_000274,evalproj_00029,fraud_detection,data_cleaning,data_preparation,207,medium,2,multi_step,evaltask_000273,ood
evaltask_000275,evalproj_00029,fraud_detection,exploratory_data_analysis,analysis,197,low,1,ambiguous,evaltask_000274,ood
evaltask_000276,evalproj_00029,fraud_detection,feature_engineering,analysis,104,medium,2,standard,evaltask_000275,repo
evaltask_000277,evalproj_00029,fraud_detection,model_training,modelling,305,medium,2,standard,evaltask_000276,repo
evaltask_000278,evalproj_00029,fraud_detection,model_evaluation,modelling,46,high,3,standard,evaltask_000277,repo
evaltask_000279,evalproj_00029,fraud_detection,model_training,modelling,180,high,3,ambiguous,evaltask_000278,repo
evaltask_000280,evalproj_00029,fraud_detection,model_evaluation,modelling,139,high,3,ambiguous,evaltask_000279,ood
evaltask_000281,evalproj_00029,fraud_detection,model_training,modelling,233,medium,2,negation,evaltask_000280,repo
evaltask_000282,evalproj_00029,fraud_detection,model_evaluation,modelling,150,high,3,standard,evaltask_000281,ood
evaltask_000283,evalproj_00029,fraud_detection,reporting_documentation,reporting,95,medium,2,standard,evaltask_000282,repo
evaltask_000284,evalproj_00029,fraud_detection,data_pipeline_maintenance,infrastructure,99,high,3,multi_step,,repo
evaltask_000285,evalproj_00029,fraud_detection,data_pipeline_maintenance,infrastructure,69,high,3,negation,,repo
evaltask_000286,evalproj_00030,sales_forecasting,data_collection,data_preparation,161,medium,2,ambiguous,,repo
evaltask_000287,evalproj_00030,sales_forecasting,data_cleaning,data_preparation,50,medium,2,multi_step,evaltask_000286,repo
evaltask_000288,evalproj_00030,sales_forecasting,feature_engineering,analysis,260,medium,2,negation,evaltask_000287,repo
evaltask_000289,evalproj_00030,sales_forecasting,model_training,modelling,120,low,1,negation,evaltask_000288,repo
evaltask_000290,evalproj_00030,sales_forecasting,model_evaluation,modelling,103,high,3,ambiguous,evaltask_000289,repo
evaltask_000291,evalproj_00030,sales_forecasting,reporting_documentation,reporting,149,low,1,standard,evaltask_000290,ood
evaltask_000292,evalproj_00030,sales_forecasting,data_pipeline_maintenance,infrastructure,72,low,1,standard,,repo
evaltask_000293,evalproj_00030,sales_forecasting,data_pipeline_maintenance,infrastructure,63,low,1,negation,,repo
evaltask_000294,evalproj_00030,sales_forecasting,data_pipeline_maintenance,infrastructure,90,medium,2,standard,,ood
evaltask_000295,evalproj_00031,fraud_detection,data_collection,data_preparation,161,low,1,negation,,ood
evaltask_000296,evalproj_00031,fraud_detection,data_cleaning,data_preparation,133,high,3,multi_step,evaltask_000295,ood
evaltask_000297,evalproj_00031,fraud_detection,exploratory_data_analysis,analysis,124,low,1,standard,evaltask_000296,ood
evaltask_000298,evalproj_00031,fraud_detection,model_training,modelling,118,high,3,multi_step,evaltask_000297,ood
evaltask_000299,evalproj_00031,fraud_detection,model_evaluation,modelling,54,high,3,ambiguous,evaltask_000298,ood
evaltask_000300,evalproj_00031,fraud_detection,model_training,modelling,338,medium,2,multi_step,evaltask_000299,repo
evaltask_000301,evalproj_00031,fraud_detection,model_evaluation,modelling,129,high,3,standard,evaltask_000300,repo
evaltask_000302,evalproj_00031,fraud_detection,reporting_documentation,reporting,72,high,3,standard,evaltask_000301,repo
evaltask_000303,evalproj_00031,fraud_detection,data_pipeline_maintenance,infrastructure,86,medium,2,multi_step,,ood
evaltask_000304,evalproj_00032,supply_chain_optimisation,data_collection,data_preparation,116,medium,2,multi_step,,repo
evaltask_000305,evalproj_00032,supply_chain_optimisation,data_cleaning,data_preparation,30,low,1,standard,evaltask_000304,ood
evaltask_000306,evalproj_00032,supply_chain_optimisation,exploratory_data_analysis,analysis,159,low,1,ambiguous,evaltask_000305,ood
evaltask_000307,evalproj_00032,supply_chain_optimisation,feature_engineering,analysis,227,low,1,standard,evaltask_000306,ood
evaltask_000308,evalproj_00032,supply_chain_optimisation,model_training,modelling,337,low,1,standard,evaltask_000307,ood
evaltask_000309,evalproj_00032,supply_chain_optimisation,model_evaluation,modelling,174,low,1,negation,evaltask_000308,repo
evaltask_000310,evalproj_00032,supply_chain_optimisation,reporting_documentation,reporting,64,low,1,standard,evaltask_000309,repo
evaltask_000311,evalproj_00032,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,119,high,3,negation,,repo
evaltask_000312,evalproj_00033,sentiment_analysis,data_collection,data_preparation,69,medium,2,ambiguous,,repo
evaltask_000313,evalproj_00033,sentiment_analysis,data_cleaning,data_preparation,128,low,1,standard,evaltask_000312,repo
evaltask_000314,evalproj_00033,sentiment_analysis,exploratory_data_analysis,analysis,87,medium,2,negation,evaltask_000313,repo
evaltask_000315,evalproj_00033,sentiment_analysis,feature_engineering,analysis,298,medium,2,standard,evaltask_000314,repo
evaltask_000316,evalproj_00033,sentiment_analysis,model_training,modelling,144,medium,2,ambiguous,evaltask_000315,repo
evaltask_000317,evalproj_00033,sentiment_analysis,model_evaluation,modelling,119,high,3,negation,evaltask_000316,repo
evaltask_000318,evalproj_00033,sentiment_analysis,reporting_documentation,reporting,94,medium,2,standard,evaltask_000317,ood
evaltask_000319,evalproj_00033,sentiment_analysis,data_pipeline_maintenance,infrastructure,89,medium,2,multi_step,,ood
evaltask_000320,evalproj_00033,sentiment_analysis,data_pipeline_maintenance,infrastructure,107,high,3,negation,,repo
evaltask_000321,evalproj_00034,supply_chain_optimisation,data_collection,data_preparation,159,low,1,negation,,ood
evaltask_000322,evalproj_00034,supply_chain_optimisation,data_cleaning,data_preparation,56,medium,2,multi_step,evaltask_000321,repo
evaltask_000323,evalproj_00034,supply_chain_optimisation,exploratory_data_analysis,analysis,127,low,1,standard,evaltask_000322,repo
evaltask_000324,evalproj_00034,supply_chain_optimisation,feature_engineering,analysis,123,low,1,standard,evaltask_000323,ood
evaltask_000325,evalproj_00034,supply_chain_optimisation,model_training,modelling,352,high,3,standard,evaltask_000324,repo
evaltask_000326,evalproj_00034,supply_chain_optimisation,model_evaluation,modelling,45,high,3,standard,evaltask_000325,ood
evaltask_000327,evalproj_00034,supply_chain_optimisation,reporting_documentation,reporting,112,medium,2,multi_step,evaltask_000326,repo
evaltask_000328,evalproj_00034,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,86,medium,2,multi_step,,ood
evaltask_000329,evalproj_00034,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,33,low,1,ambiguous,,repo
evaltask_000330,evalproj_00035,energy_consumption,data_collection,data_preparation,53,low,1,standard,,repo
evaltask_000331,evalproj_00035,energy_consumption,data_cleaning,data_preparation,135,medium,2,multi_step,evaltask_000330,repo
evaltask_000332,evalproj_00035,energy_consumption,feature_engineering,analysis,149,high,3,ambiguous,evaltask_000331,repo
evaltask_000333,evalproj_00035,energy_consumption,model_training,modelling,277,low,1,multi_step,evaltask_000332,ood
evaltask_000334,evalproj_00035,energy_consumption,model_evaluation,modelling,171,high,3,multi_step,evaltask_000333,repo
evaltask_000335,evalproj_00035,energy_consumption,reporting_documentation,reporting,124,high,3,multi_step,evaltask_000334,repo
evaltask_000336,evalproj_00035,energy_consumption,data_pipeline_maintenance,infrastructure,57,medium,2,ambiguous,,repo
evaltask_000337,evalproj_00035,energy_consumption,data_pipeline_maintenance,infrastructure,62,medium,2,standard,,repo
evaltask_000338,evalproj_00035,energy_consumption,data_pipeline_maintenance,infrastructure,116,medium,2,negation,,repo
evaltask_000339,evalproj_00036,credit_scoring,data_collection,data_preparation,163,medium,2,standard,,ood
evaltask_000340,evalproj_00036,credit_scoring,data_cleaning,data_preparation,32,high,3,multi_step,evaltask_000339,repo
evaltask_000341,evalproj_00036,credit_scoring,exploratory_data_analysis,analysis,111,medium,2,ambiguous,evaltask_000340,repo
evaltask_000342,evalproj_00036,credit_scoring,feature_engineering,analysis,163,medium,2,standard,evaltask_000341,ood
evaltask_000343,evalproj_00036,credit_scoring,model_training,modelling,244,low,1,standard,evaltask_000342,repo
evaltask_000344,evalproj_00036,credit_scoring,model_evaluation,modelling,178,medium,2,ambiguous,evaltask_000343,repo
evaltask_000345,evalproj_00036,credit_scoring,reporting_documentation,reporting,66,low,1,multi_step,evaltask_000344,repo
evaltask_000346,evalproj_00036,credit_scoring,data_pipeline_maintenance,infrastructure,103,high,3,standard,,ood
evaltask_000347,evalproj_00037,supply_chain_optimisation,data_collection,data_preparation,111,medium,2,multi_step,,repo
evaltask_000348,evalproj_00037,supply_chain_optimisation,data_cleaning,data_preparation,160,medium,2,multi_step,evaltask_000347,ood
evaltask_000349,evalproj_00037,supply_chain_optimisation,exploratory_data_analysis,analysis,240,low,1,ambiguous,evaltask_000348,repo
evaltask_000350,evalproj_00037,supply_chain_optimisation,feature_engineering,analysis,128,medium,2,ambiguous,evaltask_000349,repo
evaltask_000351,evalproj_00037,supply_chain_optimisation,model_training,modelling,137,low,1,standard,evaltask_000350,repo
evaltask_000352,evalproj_00037,supply_chain_optimisation,model_evaluation,modelling,110,high,3,standard,evaltask_000351,repo
evaltask_000353,evalproj_00037,supply_chain_optimisation,reporting_documentation,reporting,52,medium,2,standard,evaltask_000352,repo
evaltask_000354,evalproj_00037,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,31,medium,2,standard,,repo
evaltask_000355,evalproj_00037,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,118,medium,2,standard,,repo
evaltask_000356,evalproj_00037,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,58,low,1,negation,,repo
evaltask_000357,evalproj_00038,healthcare_readmission,data_collection,data_preparation,76,low,1,standard,,repo
evaltask_000358,evalproj_00038,healthcare_readmission,data_cleaning,data_preparation,180,medium,2,multi_step,evaltask_000357,repo
evaltask_000359,evalproj_00038,healthcare_readmission,exploratory_data_analysis,analysis,215,low,1,standard,evaltask_000358,repo
evaltask_000360,evalproj_00038,healthcare_readmission,model_training,modelling,204,medium,2,standard,evaltask_000359,repo
evaltask_000361,evalproj_00038,healthcare_readmission,model_evaluation,modelling,51,medium,2,standard,evaltask_000360,repo
evaltask_000362,evalproj_00038,healthcare_readmission,reporting_documentation,reporting,34,medium,2,standard,evaltask_000361,repo
evaltask_000363,evalproj_00038,healthcare_readmission,data_pipeline_maintenance,infrastructure,97,low,1,standard,,ood
evaltask_000364,evalproj_00039,customer_churn,data_collection,data_preparation,88,low,1,ambiguous,,repo
evaltask_000365,evalproj_00039,customer_churn,data_cleaning,data_preparation,189,low,1,standard,evaltask_000364,repo
evaltask_000366,evalproj_00039,customer_churn,feature_engineering,analysis,155,low,1,ambiguous,evaltask_000365,repo
evaltask_000367,evalproj_00039,customer_churn,model_training,modelling,250,low,1,standard,evaltask_000366,ood
evaltask_000368,evalproj_00039,customer_churn,model_evaluation,modelling,144,low,1,ambiguous,evaltask_000367,repo
evaltask_000369,evalproj_00039,customer_churn,reporting_documentation,reporting,154,medium,2,multi_step,evaltask_000368,repo
evaltask_000370,evalproj_00039,customer_churn,data_pipeline_maintenance,infrastructure,32,low,1,standard,,repo
evaltask_000371,evalproj_00039,customer_churn,data_pipeline_maintenance,infrastructure,21,medium,2,standard,,repo
evaltask_000372,evalproj_00039,customer_churn,data_pipeline_maintenance,infrastructure,102,medium,2,standard,,repo
evaltask_000373,evalproj_00040,employee_attrition,data_collection,data_preparation,156,medium,2,standard,,ood
evaltask_000374,evalproj_00040,employee_attrition,data_cleaning,data_preparation,106,high,3,multi_step,evaltask_000373,ood
evaltask_000375,evalproj_00040,employee_attrition,exploratory_data_analysis,analysis,95,medium,2,negation,evaltask_000374,repo
evaltask_000376,evalproj_00040,employee_attrition,feature_engineering,analysis,99,medium,2,standard,evaltask_000375,repo
evaltask_000377,evalproj_00040,employee_attrition,model_training,modelling,93,medium,2,multi_step,evaltask_000376,repo
evaltask_000378,evalproj_00040,employee_attrition,model_evaluation,modelling,47,medium,2,ambiguous,evaltask_000377,repo
evaltask_000379,evalproj_00040,employee_attrition,model_training,modelling,100,high,3,standard,evaltask_000378,repo
evaltask_000380,evalproj_00040,employee_attrition,model_evaluation,modelling,155,high,3,negation,evaltask_000379,repo
evaltask_000381,evalproj_00040,employee_attrition,model_training,modelling,73,high,3,standard,evaltask_000380,ood
evaltask_000382,evalproj_00040,employee_attrition,model_evaluation,modelling,96,medium,2,multi_step,evaltask_000381,repo
evaltask_000383,evalproj_00040,employee_attrition,reporting_documentation,reporting,58,low,1,negation,evaltask_000382,ood
evaltask_000384,evalproj_00040,employee_attrition,data_pipeline_maintenance,infrastructure,62,low,1,standard,,ood
evaltask_000385,evalproj_00040,employee_attrition,data_pipeline_maintenance,infrastructure,112,low,1,standard,,ood
evaltask_000386,evalproj_00041,customer_churn,data_collection,data_preparation,124,medium,2,ambiguous,,repo
evaltask_000387,evalproj_00041,customer_churn,data_cleaning,data_preparation,129,medium,2,standard,evaltask_000386,repo
evaltask_000388,evalproj_00041,customer_churn,exploratory_data_analysis,analysis,124,medium,2,negation,evaltask_000387,repo
evaltask_000389,evalproj_00041,customer_churn,feature_engineering,analysis,123,medium,2,negation,evaltask_000388,repo
evaltask_000390,evalproj_00041,customer_churn,model_training,modelling,327,medium,2,standard,evaltask_000389,repo
evaltask_000391,evalproj_00041,customer_churn,model_evaluation,modelling,91,high,3,ambiguous,evaltask_000390,ood
evaltask_000392,evalproj_00041,customer_churn,model_training,modelling,170,high,3,standard,evaltask_000391,repo
evaltask_000393,evalproj_00041,customer_churn,model_evaluation,modelling,163,medium,2,multi_step,evaltask_000392,repo
evaltask_000394,evalproj_00041,customer_churn,reporting_documentation,reporting,155,low,1,standard,evaltask_000393,repo
evaltask_000395,evalproj_00041,customer_churn,data_pipeline_maintenance,infrastructure,55,high,3,standard,,repo
evaltask_000396,evalproj_00041,customer_churn,data_pipeline_maintenance,infrastructure,107,high,3,standard,,ood
evaltask_000397,evalproj_00042,customer_churn,data_collection,data_preparation,58,medium,2,multi_step,,repo
evaltask_000398,evalproj_00042,customer_churn,data_cleaning,data_preparation,225,low,1,ambiguous,evaltask_000397,repo
evaltask_000399,evalproj_00042,customer_churn,exploratory_data_analysis,analysis,81,low,1,multi_step,evaltask_000398,repo
evaltask_000400,evalproj_00042,customer_churn,feature_engineering,analysis,206,medium,2,negation,evaltask_000399,ood
evaltask_000401,evalproj_00042,customer_churn,model_training,modelling,359,medium,2,negation,evaltask_000400,repo
evaltask_000402,evalproj_00042,customer_churn,model_evaluation,modelling,138,medium,2,standard,evaltask_000401,ood
evaltask_000403,evalproj_00042,customer_churn,reporting_documentation,reporting,85,medium,2,multi_step,evaltask_000402,repo
evaltask_000404,evalproj_00042,customer_churn,data_pipeline_maintenance,infrastructure,101,high,3,multi_step,,repo
evaltask_000405,evalproj_00042,customer_churn,data_pipeline_maintenance,infrastructure,104,low,1,standard,,ood
evaltask_000406,evalproj_00042,customer_churn,data_pipeline_maintenance,infrastructure,100,medium,2,ambiguous,,repo
evaltask_000407,evalproj_00043,sentiment_analysis,data_collection,data_preparation,42,high,3,multi_step,,repo
evaltask_000408,evalproj_00043,sentiment_analysis,data_cleaning,data_preparation,121,medium,2,multi_step,evaltask_000407,ood
evaltask_000409,evalproj_00043,sentiment_analysis,feature_engineering,analysis,62,high,3,standard,evaltask_000408,repo
evaltask_000410,evalproj_00043,sentiment_analysis,model_training,modelling,225,medium,2,standard,evaltask_000409,repo
evaltask_000411,evalproj_00043,sentiment_analysis,model_evaluation,modelling,126,high,3,standard,evaltask_000410,ood
evaltask_000412,evalproj_00043,sentiment_analysis,model_training,modelling,263,medium,2,standard,evaltask_000411,ood
evaltask_000413,evalproj_00043,sentiment_analysis,model_evaluation,modelling,165,low,1,standard,evaltask_000412,repo
evaltask_000414,evalproj_00043,sentiment_analysis,reporting_documentation,reporting,159,high,3,standard,evaltask_000413,ood
evaltask_000415,evalproj_00043,sentiment_analysis,data_pipeline_maintenance,infrastructure,44,low,1,standard,,repo
evaltask_000416,evalproj_00043,sentiment_analysis,data_pipeline_maintenance,infrastructure,75,medium,2,standard,,ood
evaltask_000417,evalproj_00043,sentiment_analysis,data_pipeline_maintenance,infrastructure,88,medium,2,standard,,repo
evaltask_000418,evalproj_00044,recommendation_system,data_collection,data_preparation,115,low,1,standard,,ood
evaltask_000419,evalproj_00044,recommendation_system,data_cleaning,data_preparation,227,medium,2,multi_step,evaltask_000418,ood
evaltask_000420,evalproj_00044,recommendation_system,feature_engineering,analysis,230,medium,2,multi_step,evaltask_000419,repo
evaltask_000421,evalproj_00044,recommendation_system,model_training,modelling,90,high,3,negation,evaltask_000420,repo
evaltask_000422,evalproj_00044,recommendation_system,model_evaluation,modelling,125,high,3,standard,evaltask_000421,repo
evaltask_000423,evalproj_00044,recommendation_system,model_training,modelling,206,low,1,ambiguous,evaltask_000422,repo
evaltask_000424,evalproj_00044,recommendation_system,model_evaluation,modelling,115,high,3,ambiguous,evaltask_000423,repo
evaltask_000425,evalproj_00044,recommendation_system,model_training,modelling,299,medium,2,ambiguous,evaltask_000424,repo
evaltask_000426,evalproj_00044,recommendation_system,model_evaluation,modelling,145,medium,2,standard,evaltask_000425,repo
evaltask_000427,evalproj_00044,recommendation_system,reporting_documentation,reporting,111,high,3,standard,evaltask_000426,repo
evaltask_000428,evalproj_00044,recommendation_system,data_pipeline_maintenance,infrastructure,63,medium,2,standard,,repo
evaltask_000429,evalproj_00044,recommendation_system,data_pipeline_maintenance,infrastructure,58,high,3,multi_step,,ood
evaltask_000430,evalproj_00044,recommendation_system,data_pipeline_maintenance,infrastructure,89,medium,2,standard,,ood
evaltask_000431,evalproj_00045,text_summarisation,data_collection,data_preparation,147,low,1,standard,,repo
evaltask_000432,evalproj_00045,text_summarisation,data_cleaning,data_preparation,93,medium,2,ambiguous,evaltask_000431,repo
evaltask_000433,evalproj_00045,text_summarisation,model_training,modelling,178,high,3,standard,evaltask_000432,repo
evaltask_000434,evalproj_00045,text_summarisation,model_evaluation,modelling,111,high,3,standard,evaltask_000433,repo
evaltask_000435,evalproj_00045,text_summarisation,reporting_documentation,reporting,141,medium,2,multi_step,evaltask_000434,repo
evaltask_000436,evalproj_00045,text_summarisation,data_pipeline_maintenance,infrastructure,110,high,3,standard,,repo
evaltask_000437,evalproj_00045,text_summarisation,data_pipeline_maintenance,infrastructure,82,medium,2,multi_step,,repo
evaltask_000438,evalproj_00046,healthcare_readmission,data_collection,data_preparation,91,low,1,standard,,repo
evaltask_000439,evalproj_00046,healthcare_readmission,data_cleaning,data_preparation,227,high,3,standard,evaltask_000438,repo
evaltask_000440,evalproj_00046,healthcare_readmission,exploratory_data_analysis,analysis,114,medium,2,multi_step,evaltask_000439,repo
evaltask_000441,evalproj_00046,healthcare_readmission,feature_engineering,analysis,86,medium,2,standard,evaltask_000440,repo
evaltask_000442,evalproj_00046,healthcare_readmission,model_training,modelling,129,medium,2,multi_step,evaltask_000441,repo
evaltask_000443,evalproj_00046,healthcare_readmission,model_evaluation,modelling,159,low,1,standard,evaltask_000442,ood
evaltask_000444,evalproj_00046,healthcare_readmission,model_training,modelling,213,medium,2,standard,evaltask_000443,repo
evaltask_000445,evalproj_00046,healthcare_readmission,model_evaluation,modelling,121,medium,2,standard,evaltask_000444,ood
evaltask_000446,evalproj_00046,healthcare_readmission,model_training,modelling,344,medium,2,multi_step,evaltask_000445,ood
evaltask_000447,evalproj_00046,healthcare_readmission,model_evaluation,modelling,51,high,3,ambiguous,evaltask_000446,ood
evaltask_000448,evalproj_00046,healthcare_readmission,reporting_documentation,reporting,84,low,1,standard,evaltask_000447,ood
evaltask_000449,evalproj_00047,energy_consumption,data_collection,data_preparation,36,high,3,negation,,ood
evaltask_000450,evalproj_00047,energy_consumption,data_cleaning,data_preparation,172,high,3,standard,evaltask_000449,repo
evaltask_000451,evalproj_00047,energy_consumption,exploratory_data_analysis,analysis,223,medium,2,standard,evaltask_000450,repo
evaltask_000452,evalproj_00047,energy_consumption,feature_engineering,analysis,104,low,1,negation,evaltask_000451,ood
evaltask_000453,evalproj_00047,energy_consumption,model_training,modelling,169,medium,2,standard,evaltask_000452,ood
evaltask_000454,evalproj_00047,energy_consumption,model_evaluation,modelling,30,medium,2,ambiguous,evaltask_000453,ood
evaltask_000455,evalproj_00047,energy_consumption,reporting_documentation,reporting,63,low,1,standard,evaltask_000454,ood
evaltask_000456,evalproj_00047,energy_consumption,data_pipeline_maintenance,infrastructure,89,medium,2,standard,,ood
evaltask_000457,evalproj_00048,ab_testing_analysis,data_collection,data_preparation,164,medium,2,standard,,repo
evaltask_000458,evalproj_00048,ab_testing_analysis,data_cleaning,data_preparation,188,low,1,multi_step,evaltask_000457,ood
evaltask_000459,evalproj_00048,ab_testing_analysis,exploratory_data_analysis,analysis,63,low,1,negation,evaltask_000458,repo
evaltask_000460,evalproj_00048,ab_testing_analysis,model_training,modelling,314,high,3,standard,evaltask_000459,ood
evaltask_000461,evalproj_00048,ab_testing_analysis,model_evaluation,modelling,125,medium,2,multi_step,evaltask_000460,repo
evaltask_000462,evalproj_00048,ab_testing_analysis,model_training,modelling,145,high,3,negation,evaltask_000461,repo
evaltask_000463,evalproj_00048,ab_testing_analysis,model_evaluation,modelling,41,medium,2,standard,evaltask_000462,repo
evaltask_000464,evalproj_00048,ab_testing_analysis,model_training,modelling,208,low,1,negation,evaltask_000463,repo
evaltask_000465,evalproj_00048,ab_testing_analysis,model_evaluation,modelling,117,high,3,standard,evaltask_000464,repo
evaltask_000466,evalproj_00048,ab_testing_analysis,reporting_documentation,reporting,106,medium,2,standard,evaltask_000465,repo
evaltask_000467,evalproj_00049,energy_consumption,data_collection,data_preparation,68,low,1,ambiguous,,repo
evaltask_000468,evalproj_00049,energy_consumption,data_cleaning,data_preparation,134,low,1,standard,evaltask_000467,repo
evaltask_000469,evalproj_00049,energy_consumption,exploratory_data_analysis,analysis,136,medium,2,multi_step,evaltask_000468,repo
evaltask_000470,evalproj_00049,energy_consumption,feature_engineering,analysis,292,low,1,standard,evaltask_000469,ood
evaltask_000471,evalproj_00049,energy_consumption,model_training,modelling,288,low,1,standard,evaltask_000470,ood
evaltask_000472,evalproj_00049,energy_consumption,model_evaluation,modelling,41,high,3,negation,evaltask_000471,repo
evaltask_000473,evalproj_00049,energy_consumption,reporting_documentation,reporting,165,medium,2,standard,evaltask_000472,repo
evaltask_000474,evalproj_00049,energy_consumption,data_pipeline_maintenance,infrastructure,18,medium,2,multi_step,,ood
evaltask_000475,evalproj_00049,energy_consumption,data_pipeline_maintenance,infrastructure,61,medium,2,standard,,ood
evaltask_000476,evalproj_00050,energy_consumption,data_collection,data_preparation,174,medium,2,negation,,ood
evaltask_000477,evalproj_00050,energy_consumption,data_cleaning,data_preparation,140,high,3,ambiguous,evaltask_000476,repo
evaltask_000478,evalproj_00050,energy_consumption,exploratory_data_analysis,analysis,169,low,1,ambiguous,evaltask_000477,repo
evaltask_000479,evalproj_00050,energy_consumption,feature_engineering,analysis,222,low,1,standard,evaltask_000478,ood
evaltask_000480,evalproj_00050,energy_consumption,model_training,modelling,125,medium,2,negation,evaltask_000479,repo
evaltask_000481,evalproj_00050,energy_consumption,model_evaluation,modelling,156,low,1,standard,evaltask_000480,repo
evaltask_000482,evalproj_00050,energy_consumption,reporting_documentation,reporting,164,medium,2,standard,evaltask_000481,repo
evaltask_000483,evalproj_00050,energy_consumption,data_pipeline_maintenance,infrastructure,86,low,1,multi_step,,ood
evaltask_000484,evalproj_00050,energy_consumption,data_pipeline_maintenance,infrastructure,23,high,3,standard,,repo
evaltask_000485,evalproj_00051,supply_chain_optimisation,data_collection,data_preparation,115,low,1,multi_step,,repo
evaltask_000486,evalproj_00051,supply_chain_optimisation,data_cleaning,data_preparation,130,medium,2,standard,evaltask_000485,repo
evaltask_000487,evalproj_00051,supply_chain_optimisation,exploratory_data_analysis,analysis,47,high,3,ambiguous,evaltask_000486,ood
evaltask_000488,evalproj_00051,supply_chain_optimisation,feature_engineering,analysis,219,low,1,standard,evaltask_000487,repo
evaltask_000489,evalproj_00051,supply_chain_optimisation,model_training,modelling,269,high,3,multi_step,evaltask_000488,ood
evaltask_000490,evalproj_00051,supply_chain_optimisation,model_evaluation,modelling,151,high,3,ambiguous,evaltask_000489,ood
evaltask_000491,evalproj_00051,supply_chain_optimisation,reporting_documentation,reporting,140,low,1,standard,evaltask_000490,ood
evaltask_000492,evalproj_00051,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,44,low,1,multi_step,,repo
evaltask_000493,evalproj_00051,supply_chain_optimisation,data_pipeline_maintenance,infrastructure,50,high,3,ambiguous,,repo
evaltask_000494,evalproj_00052,image_classification,data_collection,data_preparation,44,low,1,negation,,ood
evaltask_000495,evalproj_00052,image_classification,data_cleaning,data_preparation,75,low,1,standard,evaltask_000494,repo
evaltask_000496,evalproj_00052,image_classification,exploratory_data_analysis,analysis,140,high,3,ambiguous,evaltask_000495,repo
evaltask_000497,evalproj_00052,image_classification,feature_engineering,analysis,295,medium,2,negation,evaltask_000496,ood
evaltask_000498,evalproj_00052,image_classification,model_training,modelling,303,high,3,standard,evaltask_000497,repo
